application_id,application_date,device_type,device_age_years,device_msrp,lease_term_months,monthly_payment,residual_value,credit_tier,credit_score,monthly_income,employment_type,existing_monthly_debt,dti_ratio,credit_utilization,prior_leases_completed,prior_defaults,region,defaulted
APP-01962,2024-08-18,Samsung Galaxy S22,2,649,24,26.28,265.83,average,641,55,unemployed,15,N/A,0.91,2,1,SOUTHWEST,1
APP-01325,2024-06-29,Galaxy S22,2,649,12,64.25,332.29,poor,578,9800,Self Employed,3326,0.346,0.7,3,3,Southeast,0
APP-00162,2024-10-08,ipad pro,1,1099,24,44.51,562.69,fair,593,7414,SELF_EMPLOYED,2436,0.335,0.92,0,1,Midwest,0
APP-01480,2024-03-14,SAMSUNG S23,1,849,24,,434.69,FAIR,595,934,Unemployed,159,0.207,0.29,5,1,Midwest,0
APP-00251,2024-03-10,Samsung Galaxy S22,2,649,24,32.13,265.83,low,362,419,Unemployed,64,0.229,0.81,5,3,west,1
APP-01358,2024-09-17,Galaxy S22,2,649,12,42.83,332.29,GOOD,696,9955,self_employed,2082,0.213,0.45,4,0,southwest,0
APP-01645,2024-05-14,Dell XPS-13,3,1199,12,64.75,491.11,exc,801,563,unemployed,221,,0.18,,0,Northeast,0
APP-00489,2024-07-27,Dell XPS 13,3,1199,12 months,64.75,491.11,Excellent,845,2334,Part Time,616,0.292,0.21,0,0,SE,0
APP-00313,2024-08-21,Dell XPS 13,3,1199,36 months,39.57,314.31,poor,412,2423,Part Time,722,0.314,0.75,5,3,NORTHEAST,1
APP-00252,2024-06-06,SAMSUNG S23,1,849,12,84.05,543.36,Poor,387,6379,self_employed,689,0.121,0.61,5,1,Southwest,0
APP-01200,2024-03-06,MacBook Air,2,1299,36,28.58,425.66,GOOD,749,891,unemployed,,,,1,0,MIDWEST,0
APP-01594,2024-02-20,Dell XPS-13,3,1199,12,64.75,491.11,Excellent,782,1949,Student,141,0.106,0.26,4,0,MIDWEST,0
APP-01184,2024-12-28,IPAD PRO,1,,24,36.27,562.69,GOOD,699,1491,STUDENT,217,0.17,0.79,2,0,Northeast,0
APP-01605,2024-11-27,dell xps 13,3,1199,12 months,79.13,491.11,gd,737,305,UNEMPLOYED,78,0.515,0.68,4,0,west,0
APP-01973,2024-08-03,DELL XPS13,3,1199,36,32.37,314.31,fair,660,3258,Self Employed,448,0.147,0.8,2,0,mid west,1
APP-01337,2024-07-27,iPhone14,1,799,12,64.72,511.36,average,593,1524,parttime,457,0.342,0.22,3,1,Northeast,0
APP-00274,2024-10-10,DELL XPS13,,1199,24,59.35,392.89,bad,481,1971,STUDENT,234,0.149,0.71,0,0,West,0
APP-01207,2024-10-26,SAMSUNG S23,1,849,24 months,22.92,434.69,excellent,-999,814,Student,118,0.173,0.08,3,0,NE,0
APP-01001,2024-03-06,iphone 14,1,799,36,17.58,327.27,gd,746,8595,Self Employed,246,0.031,0.24,5,0,Southeast,0
APP-01054,2024-02-07,MacBook Air,2,1299,12 months,70.15,665.09,excellent,752,905,Student,79,0.165,0.14,5,0,WEST,0
APP-01855,2024-07-04,MacBook Air,2,1299,24,42.87,532.07,GOOD,700,5366,Self Employed,252,0.055,0.82,0,0,Southeast,0
APP-00486,2024-09-27,Apple iPad Pro,1,1099,36,29.67,450.15,fair,635,497,unemployed,124,0.309,0.86,0,1,SE,0
APP-00728,2024-02-28,Apple iPhone 14,1,799,12,43.15,511.36,exc,781,99999,Part Time,15211,0.153,0.1,0,0,,0
APP-01478,2024-07-19,macbook air,2,1299,12,105.22,665.09,Fair,604,497,Unemployed,79,0.371,0.68,3,0,southwest,0
APP-00153,2024-06-28,Galaxy S23,1,849,36,28.02,347.75,bad,502,536,UNEMPLOYED,18,0.086,0.78,2,3,west,0
APP-00049,2024-07-26,Dell XPS 13,3,1199,24 months,32.37,392.89,Excellent,819,4421,SELF_EMPLOYED,1234,0.286,0.18,4,0,West,0
APP-01796,2024-11-02,iPhone14,1,799,36 months,17.58,327.27,GOOD,673,2365,parttime,163,0.076,0.45,4,0,southwest,0
APP-00954,2024-12-26,Samsung Galaxy S22,2,649,24,,265.83,fair,632,998,unemployed,,,0.94,1,0,Southwest,0
APP-00307,2024-01-11,IPAD PRO,1,1099,24,36.27,562.69,good,741,10130,fulltime,1311,0.133,,0,0,Southwest,0
APP-00189,2024-07-09,iPhone14,1,799,36,21.57,327.27,Fair,662,2371,Part Time,116,0.058,0.73,1,0,midwest,0
APP-00584,2024-08-08,ipad pro,1,1099,36,36.27,450.15,Poor,414,1436,PART_TIME,117,0.107,0.71,4,3,SW,1
APP-00233,2024-07-27,IPHONE 14,1,799,36,17.58,327.27,Good,733,3993,FULL_TIME,1132,0.288,0.42,2,0,NORTHEAST,0
APP-01108,2024-01-25,samsung galaxy s23,1,849,36,,347.75,GOOD,729,1105,part_time,46,0.059,0.32,4,0,MW,0
APP-00909,2024-10-15,MAC Book Air,2,1299,24,52.61,532.07,FAIR,668,1167,part_time,240,0.251,0.93,3,1,W,0
APP-00657,2024-10-02,MAC Book Air,2,1299,24,52.61,532.07,fair,608,291,UNEMPLOYED,26,0.27,0.27,3,1,West,1
APP-00484,2024-12-22,iphone 13,2,599,12,48.52,,FAIR,608,6805,self_employed,1668,0.252,0.19,3,0,west,0
APP-01344,2024-03-24,microsoft surface pro,2,1599,36,43.17,523.96,fair,597,887,unemployed,28,0.08,0.72,5,0,north east,1
APP-01196,2024-04-06,samsung galaxy s23,1,849,36,15.28,347.75,excellent,791,2928,SELF_EMPLOYED,777,0.271,,2,0,Midwest,0
APP-00592,2024-07-10,Dell XPS-13,3,1199,12,97.12,491.11,average,604,2187,Part Time,453,0.252,0.32,4,1,WEST,0
APP-00051,2024-05-01,Galaxy S22,2,649,12,35.05,332.29,excellent,807,4846,SELF_EMPLOYED,1126,0.24,0.26,2,0,W,1
APP-00731,2024-06-22,Microsoft Surface Pro,2,1599,36,43.17,523.96,average,620,715,UNEMPLOYED,208,0.351,0.74,1,1,SOUTHWEST,1
APP-01783,2024-02-18,iphone 13,2,599,12,48.52,306.69,Fair,640,2377,SELF_EMPLOYED,265,0.132,0.13,1,0,west,0
APP-00918,2024-11-12,Samsung Galaxy S23,1,849,12 months,68.77,543.36,fair,665,3008,full_time,,,0.55,0,,NORTHEAST,1
APP-00145,2024-04-21,Samsung Galaxy S22,2,99999,12,64.25,332.29,Poor,317,10746,Full Time,2556,0.244,0.85,5,0,Midwest,1
APP-00017,2024-08-20,Samsung Galaxy S22,2,649,24 months,26.28,265.83,average,583,838,STUDENT,65,0.109,0.87,3,0,Southeast,0
APP-01410,2024-05-15,iphone 13,2,599,36,16.17,196.28,fair,656,964,Unemployed,300,0.328,0.76,2,1,SOUTHEAST,1
APP-00123,2024-08-18,IPHONE 14,,799,24,21.57,409.09,Excellent,837,647,STUDENT,,,0.07,0,0,North East,0
APP-00625,2024-12-29,Apple iPhone 14,1,799,24,21.57,409.09,Excellent,828,5812,fulltime,447,0.081,0.27,3,0,southeast,0
APP-00347,2024-02-28,Dell XPS-13,3,1199,36,21.58,314.31,Excellent,846,3931,SELF_EMPLOYED,1451,0.375,0.27,0,0,WEST,0
APP-00701,2024-12-23,IPHONE 14,1,799,12,79.1,511.36,poor,320,365,UNEMPLOYED,103,0.499,0.84,4,3,SOUTHWEST,1
APP-01739,2024-01-23,iPad Pro,1,1099,12,72.53,703.36,Good,687,1368,Student,30,0.075,0.59,0,0,Southwest,0
APP-00227,2024-09-16,macbook air,2,1299,12,128.6,665.09,POOR,343,1875,PART_TIME,565,0.37,0.56,2,2,west,1
APP-01524,2024-11-22,macbook air,2,1299,24,35.07,532.07,EXCELLENT,768,1734,PART_TIME,675,0.409,0.2,1,0,WEST,0
APP-00042,2024-12-02,macbook air,2,1299,36,23.38,425.66,excellent,781,624,UNEMPLOYED,95,0.19,,2,0,midwest,0
APP-01242,2024-04-18,iPhone 14,1,799,999,21.57,,fair,629,9810,Self Employed,1267,-999,0.06,5,,Midwest,0
APP-00660,2024-02-17,Samsung Galaxy S22,2,649,12 months,52.57,332.29,fair,620,3383,part_time,613,0.197,0.52,2,1,SOUTHEAST,1
APP-01975,2024-02-05,iphone 13,2,599,24,29.65,245.35,Poor,405,474,UNEMPLOYED,93,0.259,0.88,0,,Southeast,0
APP-01236,2024-06-13,Galaxy S22,2,649,24,17.52,265.83,exc,831,1392,part_time,213,0.166,0.17,,0,SW,0
APP-00579,2024-05-24,ipad pro,1,1099,24 months,36.27,,good,718,742,UNEMPLOYED,171,0.279,0.09,0,0,SW,0
APP-00787,2024-11-12,iphone 13,2,599,36,16.17,196.28,average,598,759,STUDENT,173,0.249,0.24,1,0,Southwest,1
APP-00571,2024-03-04,samsung galaxy s23,1,849,24,42.03,434.69,poor,488,3414,full_time,990,0.302,0.67,0,1,North East,1
APP-00693,2024-05-25,microsoft surface pro,2,1599,36,43.17,523.96,FAIR,614,7683,FULL_TIME,2477,0.328,0.35,5,0,southeast,0
APP-00093,2024-04-23,iPhone14,1,799,36,17.58,327.27,Good,681,600,STUDENT,66,0.139,0.91,4,0,Northeast,0
APP-00620,2024-03-04,Dell XPS 13,,1199,24,32.37,392.89,exc,801,5836,Full Time,1139,0.201,0.31,5,0,MIDWEST,0
APP-00503,2024-02-14,Macbook Air,2,1299,24,42.87,532.07,Good,692,1990,Student,537,0.291,0.45,4,,west,0
APP-00807,2024-11-24,Galaxy S22,2,649,12,35.05,332.29,EXCELLENT,785,1062,student,378,0.389,0.2,4,0,Midwest,0
APP-00130,2024-12-03,Galaxy S23,1,849,36,15.28,347.75,EXCELLENT,773,19,UNEMPLOYED,4,1.015,0.19,3,0,N/A,0
APP-00794,2024-04-20,ipad pro,1,99999,24,36.27,562.69,GOOD,693,544,Unemployed,53,0.164,0.48,3,0,Southwest,0
APP-00278,2024-08-07,Dell XPS 13,3,1199,24,59.35,392.89,Poor,466,724,student,10,0.096,,4,2,Southeast,1
APP-00259,2024-04-06,MAC Book Air,2,1299,24,64.3,532.07,poor,497,3462,FULL_TIME,1321,0.4,0.61,0,,Southwest,1
APP-01676,2024-08-13,Surface Pro,2,1599,12,,818.69,Poor,330,3009,part_time,1075,0.41,0.94,4,2,Southwest,1
APP-01687,2024-02-21,iPhone14,1,799,24 months,26.37,409.09,Good,693,503,unemployed,104,0.259,0.44,2,0,SOUTHWEST,0
APP-00751,2024-02-12,SAMSUNG S23,1,849,36,18.68,347.75,gd,705,9944,Self Employed,10,0.003,0.61,2,0,NORTHEAST,0
APP-01137,2024-10-25,IPAD PRO,1,1099,36 months,19.78,450.15,excellent,823,638,Student,73,0.145,0.09,5,0,West,0
APP-00142,2025-02-09,MacBook Air,2,,36,42.87,425.66,low,,605,unemployed,161,0.337,0.81,1,2,midwest,1
APP-00342,2024-06-14,iPad Pro,1,1099,36,36.27,450.15,POOR,426,1852,Student,713,0.405,0.89,0,3,Midwest,1
APP-00888,2024-02-20,Samsung Galaxy S22,2,649,24,26.28,265.83,average,618,610,UNEMPLOYED,26,0.086,0.62,1,,Northeast,0
APP-01960,2024-09-11,Samsung Galaxy S22,2,649,24,,265.83,average,589,7268,SELF_EMPLOYED,846,,,5,0,WEST,0
APP-00010,2024-10-09,samsung galaxy s23,1,849,12 months,68.77,543.36,fair,99999,1833,PART_TIME,270,0.185,,,1,SOUTHEAST,0
APP-01008,2024-07-15,dell xps 13,3,1199,12 months,118.7,491.11,low,482,30,unemployed,12,4.357,0.59,1,3,NORTHEAST,1
APP-01977,2025-11-09,Samsung Galaxy S23,1,849,12,56.03,543.36,gd,745,6802,full_time,416,0.069,0.5,4,0,Northeast,0
APP-00800,2024-01-05,iPhone 13,2,599,12,39.53,306.69,Good,721,1670,student,366,0.243,0.7,0,0,north east,0
APP-01396,2024-04-07,samsung galaxy s23,1,849,12,84.05,543.36,Poor,373,3032,FULL_TIME,269,0.116,0.61,,1,West,1
APP-01743,2024-01-11,Dell XPS-13,3,1199,36,21.58,314.31,exc,778,1156,STUDENT,52,0.064,0.31,4,0,Midwest,1
APP-00060,2024-10-17,Samsung Galaxy S23,1,849,24 months,42.03,434.69,bad,402,6804,full_time,152,0.029,0.62,1,3,SE,0
APP-00147,2024-12-15,Surface Pro,2,1599,12,129.52,818.69,fair,647,5007,SELF_EMPLOYED,1589,0.343,,1,1,Southwest,0
APP-01995,2024-03-21,Surface Pro,2,1599,12,158.3,818.69,POOR,,6063,fulltime,106,0.044,0.7,0,2,northeast,1
APP-00485,2024-01-14,IPHONE 14,1,799,24,32.36,409.09,average,630,4908,full_time,873,-999,0.9,1,0,MW,0
APP-01756,2024-02-11,Apple iPad Pro,1,1099,36,19.78,450.15,exc,812,2522,Part Time,868,0.352,0.12,2,0,SOUTHWEST,0
APP-00538,2024-07-16,Apple iPad Pro,1,1099,12,89.02,703.36,FAIR,634,704,Unemployed,111,0.284,0.15,4,1,southwest,0
APP-01602,2024-01-23,Samsung Galaxy S23,1,849,12 months,56.03,543.36,GOOD,721,9267,fulltime,1509,0.169,0.22,3,0,west,1
APP-01091,2024-03-14,DELL XPS13,3,1199,12,97.12,491.11,average,667,3070,parttime,729,99999,0.35,3,1,NORTHEAST,0
APP-00436,2024-07-30,IPHONE 14,1,799,24,32.36,409.09,FAIR,611,1480,Student,176,0.141,0.54,4,0,WEST,0
APP-01216,2024-02-17,iPhone14,1,799,36,14.38,,exc,828,5227,fulltime,,,0.16,3,0,SOUTHWEST,0
APP-01615,2024-12-08,Dell XPS-13,3,1199,24,39.57,392.89,GOOD,687,7827,self_employed,973,0.129,0.6,,0,Southwest,0
APP-01773,2024-06-26,Dell XPS 13,3,1199,36 months,26.38,314.31,GOOD,680,5741,Full Time,1610,0.285,0.39,2,0,WEST,0
APP-00217,2024-06-07,Samsung Galaxy S22,2,649,36,11.68,212.66,EXCELLENT,757,94,Unemployed,11,0.241,0.06,3,0,Southeast,0
APP-00854,2024-12-01,iPhone 14,1,799,12,79.1,511.36,Poor,447,1586,part_time,603,0.43,0.86,3,0,West,0
APP-00037,2024-05-19,Dell XPS-13,3,0,12,64.75,491.11,EXCELLENT,795,1918,parttime,358,0.22,0.22,4,0,southwest,0
APP-01417,2024-12-16,Surface Pro,2,1599,12,129.52,818.69,Fair,643,11940,fulltime,211,0.029,0.82,0,0,West,0
APP-00093,2024-04-23,iPhone14,1,799,36,17.58,327.27,Good,681,600,STUDENT,66,0.139,0.91,4,0,Northeast,0
APP-00913,2024-10-04,samsung galaxy s23,1,849,12,45.85,543.36,EXCELLENT,778,1172,parttime,459,0.431,0.25,3,0,southwest,0
APP-00810,2024-10-08,Surface Pro,2,1599,36,52.77,,bad,454,3346,PART_TIME,833,0.265,0.63,,,WEST,0
APP-01989,2024-02-25,SAMSUNG S23,1,849,12,56.03,543.36,good,679,622,Student,46,0.164,,,0,SOUTHEAST,0
APP-01464,2024-03-07,Galaxy S22,2,649,36,14.28,212.66,gd,732,11334,fulltime,1472,0.131,0.66,0,0,SE,0
APP-01685,2024-12-31,MS Surface Pro,2,1599,24,52.77,654.95,good,678,452,unemployed,2,0.121,0.89,3,0,Northeast,0
APP-00009,2024-11-09,Galaxy S22,2,649,12 months,52.57,332.29,FAIR,630,10508,full_time,819,0.083,0.29,2,0,Southwest,0
APP-01056,2024-04-08,IPAD PRO,1,1099,12,89.02,703.36,average,669,3717,Self Employed,648,0.198,0.53,0,1,Southeast,0
APP-01071,2024-12-13,Apple iPhone 14,1,799,36,21.57,,Fair,632,1828,part_time,275,0.162,0.27,1,1,southwest,0
APP-00134,2024-07-21,IPAD PRO,,1099,12,59.35,703.36,exc,806,N/A,Unemployed,,,0.25,1,0,Southeast,0
APP-01690,2024-10-15,MS Surface Pro,2,1599,24,52.77,654.95,gd,729,471,UNEMPLOYED,61,0.242,0.24,0,0,south east,0
APP-01556,2024-12-21,iPhone 13,2,599,24 months,29.65,245.35,POOR,561,1031,Part Time,297,0.317,0.71,2,1,southeast,0
APP-01380,2024-11-11,samsung galaxy s23,1,849,36,28.02,347.75,POOR,329,1659,Student,160,0.113,0.92,2,0,WEST,0
APP-00598,2024-10-16,macbook air,2,1299,36,28.58,425.66,GOOD,694,8271,full_time,1337,0.165,0.85,0,0,MIDWEST,0
APP-01875,2024-04-19,Samsung Galaxy S23,1,849,36,,347.75,gd,670,5755,FULL_TIME,1229,0.217,0.31,1,0,north east,0
APP-00558,2025-06-27,Surface Pro,2,1599,36,43.17,523.96,fair,0,5237,self_employed,984,0.196,,2,0,Midwest,1
APP-00373,2024-02-27,Galaxy S22,2,649,12,35.05,332.29,EXCELLENT,757,475,Unemployed,13,0.101,0.08,4,0,Southwest,0
APP-01038,2024-08-06,IPAD PRO,1,1099,12,108.8,703.36,bad,544,1571,part_time,259,0.234,0.57,1,,Southwest,0
APP-01715,2024-04-02,iphone 13,2,599,24 months,24.26,245.35,fair,593,1161,student,235,0.223,0.94,4,1,Northeast,0
APP-01443,2024-03-01,Surface Pro,2,1599,12,86.35,818.69,exc,810,8472,SELF_EMPLOYED,2321,0.284,0.26,4,0,west,1
APP-01529,2024-11-03,iphone 13,,599,24,24.26,245.35,fair,590,933,student,124,0.159,0.12,3,1,N/A,0
APP-01309,2024-08-18,Samsung Galaxy S23,1,849,12,68.77,543.36,Fair,628,3089,SELF_EMPLOYED,278,0.112,0.89,2,1,NORTHEAST,0
APP-01537,2024-03-28,MacBook Air,2,1299,36,23.38,425.66,exc,0,2621,PART_TIME,563,0.224,0.12,0,0,southeast,0
APP-01180,2024-06-11,Dell XPS-13,3,1199,36 months,39.57,314.31,Poor,308,252,UNEMPLOYED,64,0.411,0.57,1,1,WEST,1
APP-01888,2024-10-10,Galaxy S23,1,849,24,34.38,434.69,FAIR,665,1824,part_time,386,0.23,0.25,,,WEST,0
APP-00607,2024-11-03,DELL XPS13,3,1199,12,118.7,491.11,POOR,517,0,part_time,,,,3,3,southeast,1
APP-01072,2024-12-25,iphone 14,1,799,24,39.55,409.09,poor,555,4027,self_employed,64,0.026,0.58,2,3,MIDWEST,1
APP-01016,2024-04-20,iphone 13,2,599,12,59.3,,poor,486,357,Unemployed,75,0.376,0.79,5,1,West,0
APP-00732,2024-06-30,Samsung Galaxy S22,2,649,24,26.28,265.83,Fair,664,439,UNEMPLOYED,,,0.4,4,1,Southwest,0
APP-00102,2024-05-21,iphone 14,,799,12,52.73,511.36,gd,692,2734,part_time,891,0.345,0.18,5,0,Southwest,0
APP-01159,2024-08-05,dell xps 13,3,1199,12,64.75,491.11,excellent,787,7119,Self Employed,,,0.29,4,0,Southwest,0
APP-01227,2024-06-15,iPhone14,1,799,12,79.1,511.36,Poor,337,2449,Self Employed,826,0.37,0.8,5,1,midwest,0
APP-00687,2024-10-03,DELL XPS13,3,1199,12,97.12,491.11,fair,N/A,0,full_time,,,0.7,2,1,SOUTHWEST,1
APP-01807,2026-01-09,MS Surface Pro,2,1599,36,52.77,523.96,POOR,372,6429,self_employed,590,0.1,0.59,1,2,southwest,1
APP-00971,2024-10-30,ipad pro,1,1099,36,19.78,450.15,Excellent,811,1243,Student,178,0.159,0.05,1,0,Northeast,0
APP-01114,2024-10-30,MacBook Air,2,1299,24 months,35.07,532.07,exc,837,2032,parttime,767,0.395,0.1,2,0,Unknown,0
APP-00205,2024-11-15,Dell XPS-13,3,1199,24,59.35,392.89,low,350,3034,PART_TIME,695,0.249,0.63,4,0,Southwest,1
APP-01167,2024-09-13,samsung galaxy s23,1,849,24,28.02,434.69,gd,719,0,Self Employed,,,0.19,3,0,NORTHEAST,0
APP-01916,2024-09-12,MacBook Air,2,1299,36,23.38,425.66,Excellent,782,6961,FULL_TIME,588,0.088,0.08,5,0,Southwest,0
APP-01085,2024-08-14,Macbook Air,2,1299,24 months,35.07,532.07,excellent,841,5213,self_employed,1028,0.204,0.29,1,0,MIDWEST,0
APP-01146,2024-02-17,Samsung Galaxy S22,2,649,12 months,35.05,332.29,excellent,756,5597,Full Time,1765,0.322,0.23,4,0,Midwest,0
APP-01147,2024-10-10,MAC Book Air,2,1299,24,64.3,532.07,Poor,452,179,UNEMPLOYED,21,0.477,0.79,5,2,NORTHEAST,1
APP-01260,2024-09-14,Galaxy S22,2,649,36,,212.66,EXCELLENT,828,2663,parttime,390,0.151,0.33,4,0,west,0
APP-00258,2024-01-20,Samsung Galaxy S23,1,849,24 months,34.38,434.69,average,619,73,Unemployed,22,0.772,,3,1,Southeast,1
APP-00402,2024-07-18,Dell XPS-13,3,1199,12,79.13,491.11,good,697,1298,PART_TIME,507,0.452,0.06,5,0,northeast,0
APP-00646,2024-03-03,Dell XPS 13,3,1199,36,32.37,314.31,Fair,609,3252,PART_TIME,6,0.012,0.84,1,1,N/A,0
APP-00974,2024-11-07,Dell XPS-13,3,1199,24,,392.89,FAIR,652,0,FULL_TIME,,,0.36,5,0,West,1
APP-01401,2024-02-05,Macbook Air,2,1299,12,70.15,665.09,EXCELLENT,781,6598,Self Employed,2336,0.365,0.15,1,0,Midwest,0
APP-00791,2024-01-15,iphone 13,2,599,24,29.65,245.35,bad,306,5982,SELF_EMPLOYED,,0,0.83,0,0,southwest,0
APP-00885,2024-02-25,IPAD PRO,1,1099,24 months,29.67,562.69,excellent,784,8956,Self Employed,1833,0.208,0.21,5,0,Midwest,0
APP-01290,2024-08-21,ipad pro,1,1099,36,29.67,450.15,average,606,1412,part_time,186,0.153,0.14,2,0,Northeast,1
APP-00958,2024-04-07,Galaxy S22,2,649,36,21.42,212.66,Poor,554,0,unemployed,,,,1,2,Midwest,1
APP-01213,2024-02-22,dell xps 13,3,1199,24,48.56,,FAIR,609,781,unemployed,97,0.186,0.69,,0,NORTHEAST,0
APP-01282,2024-02-10,Samsung Galaxy S23,1,849,24 months,28.02,434.69,Good,,431,UNEMPLOYED,105,0.309,0.1,2,0,SOUTHEAST,0
APP-01250,2024-11-26,IPHONE 14,,799,24,32.36,409.09,fair,,1581,student,146,0.113,0.66,5,1,Southeast,0
APP-00497,2024-11-15,iPhone 13,2,0,24,29.65,245.35,POOR,307,9634,FULL_TIME,3000,0.314,0.58,3,2,southwest,1
APP-01765,2024-08-29,microsoft surface pro,2,1599,12,158.3,818.69,low,303,635,UNEMPLOYED,39,0.311,0.56,,3,Unknown,1
APP-00546,2024-01-28,SAMSUNG S23,1,849,24,22.92,434.69,EXCELLENT,797,2,unemployed,0,11.46,0.05,0,0,Southeast,0
APP-00369,2024-03-13,iPhone13,2,599,12 months,32.35,306.69,exc,842,9544,FULL_TIME,2095,0.223,0.08,4,0,Southeast,0
APP-01712,2024-04-27,Galaxy S22,,649,36,11.68,212.66,EXCELLENT,846,6512,full_time,494,0.078,0.28,0,0,Northeast,0
APP-01598,2024-08-21,Galaxy S22,2,649,12,52.57,332.29,FAIR,,1570,Part Time,221,0.174,0.34,4,1,midwest,1
APP-00768,2024-10-11,Galaxy S22,2,649,24,32.13,265.83,poor,471,8104,self_employed,179,0.026,,2,0,midwest,1
APP-01918,2024-12-21,dell xps 13,3,1199,12 months,64.75,491.11,Excellent,789,1637,part_time,640,0.431,,0,0,Southwest,0
APP-01086,2024-06-18,Microsoft Surface Pro,2,1599,36,43.17,523.96,fair,587,N/A,self_employed,,,0.43,5,0,,0
APP-00087,2024-07-24,iPhone13,2,599,24,16.17,245.35,EXCELLENT,766,176,UNEMPLOYED,,,,4,0,south west,0
APP-01123,2024-10-14,ipad pro,1,1099,24,54.4,562.69,Poor,354,8115,self_employed,2531,0.319,0.9,3,2,SOUTHWEST,1
APP-00773,2024-08-06,Galaxy S22,2,649,12,42.83,332.29,gd,733,142,Unemployed,37,0.562,0.18,3,0,West,0
APP-00178,2024-07-14,iPhone 13,2,599,36,10.78,196.28,Excellent,798,1754,part_time,478,0.279,0.35,5,0,west,0
APP-00472,2025-10-16,IPHONE 14,1,799,12 months,52.73,511.36,Good,695,1766,student,120,0.098,0.38,5,0,WEST,0
APP-00891,2024-10-22,iPad Pro,1,1099,36,19.78,450.15,exc,758,2693,Part Time,238,0.096,0.2,4,0,WEST,0
APP-00074,2024-01-04,iPhone 13,2,599,12,39.53,306.69,Good,718,3195,Self Employed,890,0.291,0.75,5,0,Midwest,0
APP-00099,2024-11-10,microsoft surface pro,2,1599,12,158.3,818.69,low,492,776,UNEMPLOYED,83,0.311,0.56,1,0,Southwest,0
APP-00336,2024-01-13,SAMSUNG S23,1,849,12,68.77,543.36,FAIR,620,589,unemployed,225,0.499,,4,0,Northeast,0
APP-00234,2024-07-21,Samsung Galaxy S22,2,649,24,32.13,265.83,poor,300,1246,part_time,246,0.223,0.95,4,1,Southwest,0
APP-00949,2024-04-29,Dell XPS-13,3,1199,12,118.7,491.11,POOR,370,3068,Self Employed,345,0.151,0.94,3,0,southeast,1
APP-01745,2024-03-29,iphone 14,1,799,36,21.57,327.27,fair,631,7352,FULL_TIME,623,0.088,0.76,2,0,WEST,1
APP-01433,2024-02-17,iPhone14,1,,24,26.37,409.09,good,698,4342,self_employed,1675,0.392,0.36,1,0,southwest,0
APP-01460,2024-03-25,Apple iPad Pro,1,1099,12,72.53,703.36,Good,692,2644,self_employed,92,0.062,0.2,4,0,Midwest,0
APP-00650,2024-12-15,DELL XPS13,3,1199,24,39.57,392.89,good,712,7630,self_employed,2473,0.329,0.57,2,0,Southeast,0
APP-00749,2024-03-02,Galaxy S23,1,849,12,84.05,543.36,poor,443,1913,student,92,0.092,0.61,0,,Unknown,1
APP-01329,2024-12-21,Surface Pro,2,1599,36,28.78,523.96,excellent,823,1899,Student,111,0.074,,4,0,Southwest,0
APP-01377,2024-10-04,iPhone 14,1,799,-1,14.38,327.27,excellent,750,3203,parttime,813,0.258,0.29,0,0,West,0
APP-01182,2024-06-12,Dell XPS-13,3,1199,24,48.56,392.89,average,666,1784,STUDENT,,,,2,0,Southwest,0
APP-00341,2024-12-08,SAMSUNG S23,1,849,36,28.02,347.75,Poor,401,2778,part_time,427,,0.7,5,2,SE,0
APP-01931,2024-05-04,Surface Pro,2,1599,24 months,43.17,654.95,excellent,792,2797,Part Time,925,0.346,0.25,4,0,midwest,0
APP-00023,2024-04-29,Microsoft Surface Pro,2,1599,36,43.17,523.96,FAIR,652,6457,Full Time,332,0.058,,3,1,Southeast,0
APP-00082,2024-12-01,Galaxy S23,1,849,36 months,18.68,347.75,Good,677,172,UNEMPLOYED,37,0.324,0.82,0,0,mid west,0
APP-00997,2024-10-18,samsung galaxy s23,1,849,12,84.05,543.36,Poor,539,1386,Student,61,0.105,0.77,1,1,MW,1
APP-00551,2024-12-07,MacBook Air,2,1299,36,23.38,425.66,exc,785,1187,STUDENT,186,0.176,,2,,midwest,0
APP-00353,2024-09-13,iPhone13,2,599,12,32.35,306.69,excellent,790,2362,part_time,868,0.381,0.35,0,0,West,0
APP-01866,2024-02-20,macbook air,2,1299,36 months,28.58,425.66,GOOD,703,4310,Full Time,1117,0.266,0.8,1,0,MIDWEST,0
APP-00433,2024-03-24,dell xps 13,3,1199,36,21.58,314.31,Excellent,825,1528,student,281,0.198,,5,0,NE,0
APP-01813,2024-02-25,Dell XPS 13,3,1199,24,32.37,392.89,excellent,775,770,UNEMPLOYED,173,0.267,0.17,3,0,west,0
APP-01814,2024-09-03,DELL XPS13,3,1199,24,48.56,392.89,fair,583,99999,Student,14280,0.143,0.68,3,0,,0
APP-00383,2024-12-08,macbook air,2,1299,36,23.38,425.66,Excellent,772,2924,Part Time,125,0.051,0.14,3,0,south west,0
APP-01134,2024-04-09,Galaxy S22,2,649,36,21.42,212.66,poor,402,3833,SELF_EMPLOYED,768,0.206,0.59,5,0,SW,0
APP-01306,2024-06-09,Samsung Galaxy S23,1,849,12,56.03,543.36,gd,730,3355,SELF_EMPLOYED,352,0.122,0.37,2,0,Southwest,0
APP-00377,2024-07-30,Samsung Galaxy S22,2,649,24,21.42,265.83,gd,745,1946,STUDENT,286,0.158,,4,0,Northeast,0
